LOCID,BEGDEPTH,ENDDEPTH,LOGDATE,ASTMCODE,HS_UNIT,VISDESC,USER_COMMENTS,lithcode
AFFHP016,2.2,5,2001-09-25T06:00:00Z,NA,NA,"FILL: SILTY SAND, BLACK SAPROLITE OF BIOTITE, SCHIST, LOOSE, DAMP, STRONG PETROLEUM ODOR, ROCK FRAGMENTS.",NA,NA
AFFHP016,5,7.5,2001-09-25T06:00:00Z,NA,NA,"FILL: SILTY SAND, BLACK SAPROLITE OF BIOTITE, SCHIST, MOIST, STIFF, STRONG PETROLEUM ODOR, ROCK FRAGMENTS.",NA,NA
AFFHP016,1.3,1.5,2001-09-25T06:00:00Z,NA,NA,"SILTY SAND: SAPROLITE OF GRANITIC GNEISS, BLACK AND WHITE.",NA,NA
AFFHP016,18.5,20,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS,  BLACK AND WHITE, SOFT, DAMP, RELICT STRUCTURE VISIBLE.",NA,SILT
AFFHP016,10,14.2,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: LIGHT GRAY, MOIST, STIFF.",NA,SILT
AFFHP016,0,0.2,2001-09-25T06:00:00Z,GM,NA,"GRAVEL, ORGANIC-RICH SANDY MATRIX.",NA,SILTY GRAVEL
AFFHP016,0.2,1.3,2001-09-25T06:00:00Z,NA,NA,"FILL: RED CLAYEY SILT (TYPICAL), DRY, SOFT, LARGE GRAINS OF MUSCOVITE.",NA,NA
AFFHP016,20,25,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS,  BLACK AND WHITE, SOFT, VERY DAMP, RELICT STRUCTURE VISIBLE.",NA,SILT
AFFHP016,15,17.5,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: LIGHT GRAY, WET, SOFT, RELICT STRUCTURE OF GRANITIC GNEISS VISIBLE.",NA,SILT
AFFHP016,17.5,18.5,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: DARK YELLOWISH BROWN, SOFT, DAMP, SAPROLITE OF BIOTITE SCHIST, NO STRUCTURE.",NA,SILT
AFFHP017,19.3,25,2001-09-25T06:00:00Z,SW,NA,"SAND: MEDIUM TO COARSE, LIGHT OLIVE BROWN, WET, LOOSE, (LIKE FILTER SAND), SOME MUSCOVITE GRAINS.",NA,SAND
AFFHP017,18,19.3,2001-09-25T06:00:00Z,CL,NA,"SILTY CLAY: BROWN, MOIST, SOFT.",NA,CLAY
AFFHP017,0,1.3,2001-09-25T06:00:00Z,NA,NA,"FILL: RED, CLAYEY SILT (TYPICAL), FLAKES OF MUSCOVITE VISIBLE, STIFF, DRY.",NA,NA
AFFHP017,5,7.5,2001-09-25T06:00:00Z,NA,NA,"FILL: RED, CLAYEY SILT (TYPICAL), FLAKES OF MUSCOVITE VISIBLE, STIFF, DRY.",NA,NA
AFFHP017,15,18,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: OLIVE GRAY, VERY DAMP, SOFT, GRADES INTO DARK GRAY AND RED, WITH ROOTS AND ORGANIC RICH MATERIAL FROM 16-17' BGS.",NA,SILT
AFFHP017,1.3,1.5,2001-09-25T06:00:00Z,NA,NA,"SILTY SAND, SAPROLITE OF BIOTITE SCHIST, BLACK, LOOSE, DRY.",NA,NA
AFFHP017,13,15,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF MUSCOVITE SCHIST, VERY DAMP, BROWNISH YELLOW, SOFT.",NA,SILT
AFFHP017,10,13,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, STRUCTURE NO LONGER VISIBLE, SOFT, VERY DAMP, STRONG BROWN.",NA,SILT
AFFHP017,1.5,5,2001-09-25T06:00:00Z,NA,NA,"FILL: RED, CLAYEY SILT (TYPICAL), FLAKES OF MUSCOVITE VISIBLE, STIFF, DRY.",NA,NA
AFFHP017,7.5,10,2001-09-25T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, RELICT STRUCTURE VISIBLE, SOFT, MOIST, YELLOWISH BROWN.",NA,SILT
AFFHP018,13.5,15,2001-09-26T06:00:00Z,CL,NA,"SILTY CLAY: MOIST, STIFF, LIGHT GRAY AND YELLOWISH BROWN TO RED MOTTLED, RELICT STRUCTURE VISIBLE.",NA,CLAY
AFFHP018,0,6.3,2001-09-26T06:00:00Z,NA,NA,"FILL: RED, CLAYEY SILT, GRAVEL IN TOP FEW INCHES, MUSCOVITE AND FELDSPAR VISIBLE, STIFF, DRY.",NA,NA
AFFHP018,6.3,7.5,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: DARK GRAYISH BROWN, WET, VERY SOFT, ROOTS.",NA,SILT
AFFHP018,19,20,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF MUSCOVITE SCHIST, DAMP, RELICT STRUCTURE VISIBLE, SOFT, YELLOWISH BROWN.",NA,SILT
AFFHP018,15,16,2001-09-26T06:00:00Z,CL,NA,"SILTY CLAY: MOIST, SOFT, LIGHT GRAY AND YELLOWISH BROWN TO RED MOTTLED, RELICT STRUCTURE VISIBLE.",NA,CLAY
AFFHP018,10,13.5,2001-09-26T06:00:00Z,CL,NA,"SILTY CLAY: MOIST, STIFF, LIGHT GRAY AND YELLOWISH BROWN TO RED MOTTLED.",NA,CLAY
AFFHP018,7.5,10,2001-09-26T06:00:00Z,ML,NA,"DAMP, GRADES INTO SILTY CLAY, OLIVE BROWN GRADES INTO RED AND LIGHT GRAY MOTTLED COLOR, MOIST, STIFF IN 8-10' SAMPLE.",NA,SILT
AFFHP018,16,19,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF MUSCOVITE SCHIST, WET, RELICT STRUCTURE VISIBLE, SOFT, YELLOWISH BROWN.",NA,SILT
AFFHP019,6.5,9,2001-09-26T06:00:00Z,ML,NA,"SLIGHTLY CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, WET, SOFT, GRADES FROM RED AND BLACK TO BLACK REDDISH YELLOW, RELICT STRUCTURE VISIBLE.",NA,SILT
AFFHP019,9,10,2001-09-26T06:00:00Z,ML,NA,"SLIGHTLY CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, DAMP, SOFT, MORE REDDISH YELLOW THAN BLACK, (HIGHER FELDSPAR CONTENT), MUSCOVITE FLAKES VISIBLE.",NA,SILT
AFFHP019,5,6.5,2001-09-26T06:00:00Z,NA,NA,"FILL: RED, CLAYEY SILT TO SILTY CLAY, STIFF, DRY, MUSCOVITE FLAKES VISIBLE.",NA,NA
AFFHP019,18.5,20,2001-09-26T06:00:00Z,ML,NA,"SLIGHTLY CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, FELDSPAR, WET, SOFT.",NA,SILT
AFFHP019,10,18.5,2001-09-26T06:00:00Z,ML,NA,"SLIGHTLY CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, MORE FELDSPAR IN UPPER 1.5', DAMP, SOFT.",NA,SILT
AFFHP019,0,5,2001-09-26T06:00:00Z,NA,NA,"FILL: RED, CLAYEY SILT TO SILTY CLAY, STIFF, DRY, MUSCOVITE FLAKES VISIBLE.",NA,NA
AFFHP020,0,1.1,2001-09-26T06:00:00Z,NA,NA,"FILL: RED, CLAYEY SILT (TYPICAL), DRY, STIFF.",NA,NA
AFFHP020,2.5,5,2001-09-26T06:00:00Z,SM,NA,SILTY SAND: BLACK AND WHITE.,NA,SILTY SAND
AFFHP020,1.1,2.5,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, DARK GRAY AND REDDISH YELLOW TO YELLOWISH RED, SOFT, MOIST.",NA,SILT
AFFHP021,15,16,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: GRADES IN LIGHT GRAY AND BROWNISH YELLOW MOTTLED COLOR, DAMP, SOFT.",NA,SILT
AFFHP021,11.5,15,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: GRADES IN LIGHT GRAY AND BROWNISH YELLOW MOTTLED COLOR, DAMP, SOFT.",NA,SILT
AFFHP021,0,1.5,2001-09-26T06:00:00Z,NA,NA,"FILL: TOP 3 IS OLIVE BROWN, THEN RED, CLAYEY SILT, MUSCOVITE FLAKES VISIBLE, STIFF, DRY.",NA,NA
AFFHP021,16,20,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: WET, SAPROLITE OF GRANITIC GNEISS, RELICT STRUCTURE VISIBLE, LIGHT OLIVE BROWN TOTAL COLOR (GRAYISH BROWN AND WHITE), SOFT.",NA,SILT
AFFHP021,8,10,2001-09-26T06:00:00Z,CL,NA,"SILTY CLAY: DARK YELLOWISH BROWN, WET, VERY SOFT.  ORGANIC MATERIAL (GRASS, ROOTS) AT CONTACT.",NA,CLAY
AFFHP021,10,11.5,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: OLIVE, WET, VERY SOFT.",NA,SILT
AFFHP021,5,8,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: OLIVE GRAY, ORGANIC MATERIAL, MUSCOVITE FLAKES VISIBLE, VERY SOFT, WET.",NA,SILT
AFFHP021,1.5,5,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: OLIVE GRAY, WET AT CONTACT WITH ORGANIC MATERIAL, MUSCOVITE FLAKES VISIBLE, SOFT, MOIST.",NA,SILT
AFFHP022,0,0.2,2001-09-26T06:00:00Z,GMOL,NA,GRAVEL AND BLACK (ORGANIC) SILTY SOIL.,NA,SILTY GRAVEL
AFFHP022,0.5,5,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF BIOTITE/MUSCOVITE SCHIST, SOFT, MOIST, RELICT STRUCTURE VISIBLE, MICA FLAKES VISIBLE, BLACK AND DARK YELLOWISH BROWN.",NA,SILT
AFFHP022,20,21.5,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, SOFT, MOIST, RELICT STRUCTURE VISIBLE, BROWNISH YELLOW.",NA,SILT
AFFHP022,0.2,0.5,2001-09-26T06:00:00Z,NA,NA,FILL: RED CLAYEY SILT (TYPICAL).,NA,NA
AFFHP022,18,20,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, SOFT, MOIST, RELICT STRUCTURE VISIBLE, BROWNISH YELLOW.",NA,SILT
AFFHP022,5,10,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF BIOTITE/MUSCOVITE SCHIST, SOFT, CRUMBLY, MOIST, RELICT STRUCTURE VISIBLE, MICA FLAKES VISIBLE, BLACK AND DARK YELLOWISH BROWN.",NA,SILT
AFFHP022,21.5,25,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF GRANITIC GNEISS, SOFT, WET, RELICT STRUCTURE VISIBLE, BROWNISH YELLOW.",NA,SILT
AFFHP022,10,18,2001-09-26T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF BIOTITE/MUSCOVITE SCHIST, SOFT, CRUMBLY, MOIST, RELICT STRUCTURE VISIBLE, MICA FLAKES VISIBLE, BLACK AND DARK YELLOWISH BROWN.",NA,SILT
AFFHP023,0,0.4,2001-09-27T06:00:00Z,NA,NA,GRAVEL AND REDDISH BROWN FILL MATERIAL - CLAYEY SILT.,NA,NA
AFFHP023,10,11,2001-09-27T06:00:00Z,SM,NA,"SILTY SAND: SAPROLITE OF MUSCOVITE/BIOTITE SCHIST, SOFT, WET, MINOR FELDSPAR LAYERS (WHITE) 1/2-1/8 THICK, RELICT FOLIATION VISIBLE.",NA,SILTY SAND
AFFHP023,5,10,2001-09-27T06:00:00Z,SM,NA,"SILTY SAND: SAPROLITE OF MUSCOVITE/BIOTITE SCHIST, SOFT, DRY, MINOR FELDSPAR LAYERS (WHITE) 1/2-1/8 THICK, RELICT FOLIATION VISIBLE.",NA,SILTY SAND
AFFHP023,0.4,5,2001-09-27T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF MUSCOVITE/BIOTITE SCHIST, SOFT, CRUMBLY, MOIST, MINOR FELDSPAR RICH LAYER, MORE CLAYEY, RELICT FOLIATION VISIBLE.",NA,SILT
AFFHP023,11,13.5,2001-09-27T06:00:00Z,SM,NA,"SILTY SAND: SAPROLITE OF MUSCOVITE/BIOTITE SCHIST, SOFT, DAMP, MINOR FELDSPAR LAYERS (WHITE) 1/2-1/8 THICK, RELICT FOLIATION VISIBLE.",NA,SILTY SAND
AFFHP024,0.4,5,2001-09-27T06:00:00Z,SM,NA,"SILTY SAND: YELLOWISH RED, STIFF, MUSCOVITE FLAKES VISIBLE, DRY, GRADES INTO VERY WEATHERED SAPROLITE OF GRANITIC GNEISS AT 4' BGS.",NA,SILTY SAND
AFFHP024,5,7.5,2001-09-27T06:00:00Z,SM,NA,"SILTY SAND: SAPROLITE OF GRANITIC GNEISS, STIFF, RELICT STRUCTURE VISIBLE, BLACK AND WHITE, MOIST, HARD TO PUNCH THROUGH.",NA,SILTY SAND
AFFHP024,0,0.4,2001-09-27T06:00:00Z,ML,NA,"TOPSOIL: BROWN, ORGANIC-RICH CLAYEY SILT WITH GRAVEL.",NA,SILT
AFFHP025,11,15,2001-09-27T06:00:00Z,ML,NA,"CLAYEY SILT: OLIVE GRAY, DAMP, SOME BROWN MOTTLING, ORGANIC MATERIAL PRESENT (ROOTS, GRASS, WOOD), SOFT.",NA,SILT
AFFHP025,0,0.2,2001-09-27T06:00:00Z,ML,NA,"GRAVEL, ORGANIC-RICH CLAYEY SILT, WET.",NA,SILT
AFFHP025,15,20,2001-09-27T06:00:00Z,ML,NA,"CLAYEY SILT: WET, ORGANIC MATERIAL (WOOD, ROOTS), VERY SOFT, BROWN.",NA,SILT
AFFHP025,0.2,4.8,2001-09-27T06:00:00Z,ML,NA,"CLAYEY SILT: VERY WEATHERED SAPROLITE OF MUSCOVITE/BIOTITE SCHIST, SOME STRUCTURE VISIBLE, BROWN TO RED, DRY.",NA,SILT
AFFHP025,4.8,11,2001-09-27T06:00:00Z,ML,NA,"CLAYEY SILT: OLIVE GRAY IN BOTTOM 3 OF 0-5' SAMPLE AND 2 TOP OF 5-10' SAMPLE, THEN RED AND YELLOWISH BROWN MOTTLED, OCCASIONAL WHITE FELDSPAR-RICH AREAS, MOIST, STIFF, SOME SILTY CLAY LAYERS.",NA,SILT
AFFHP026,16,18.5,2001-09-27T06:00:00Z,ML,NA,"CLAYEY SILT TO SAND: WET, VERY SOFT, OLIVE GRAY, ROOTS, PROBABLY VERY WEATHERED SAPROLITE OF GRANITIC GNEISS.",NA,SILT
AFFHP026,15,16,2001-09-27T06:00:00Z,ML,NA,"CLAYEY SILT: WET, BROWN, VERY SOFT.",NA,SILT
AFFHP026,18.5,20,2001-09-27T06:00:00Z,SCSM,NA,"CLAYEY SAND TO SILTY SAND: SAPROLITE OF GRANITIC GNEISS, GRAY AND WHITE, WET, SOFT.",NA,CLAYEY SAND
AFFHP026,10,15,2001-09-27T06:00:00Z,NDPS,NA,NO SAMPLE COLLECTED FOR LITHOLOGIC DESCRIPTION.,NA,NDPS
AFFHP026,2,9,2001-09-27T06:00:00Z,MLSM,NA,"CLAYEY SILT TO SILTY SAND WITH ROCK LAYERS; SAPROLITE OF GRANITIC GNEISS, WET, VERY SOFT TO HARD (ROCK), SOFT LAYERS APPEAR TO BE SAPROLITE OF SCHIST.",NA,SILT
AFFHP026,0,2,2001-09-27T06:00:00Z,NA,NA,"FILL: RED, CLAYEY SILT, ORGANIC-RICH IN TOP 3.",NA,NA
AFFHP026,9,10,2001-09-27T06:00:00Z,ML,NA,"CLAYEY SILT: SAPROLITE OF MUSCOVITE SCHIST,  WET, SOFT, MUSCOVITE FLAKES VISIBLE, ROCK PIECES.",NA,SILT
AFFMW01,8,10,2002-03-04T07:00:00Z,NA,NA,"SAPROLITE; GRANITIC GNEISS WITH ROCK LAYERS FIRST 1', STIFF, DRY, WHITE AND BLACK WITH REDDISH YELLOW STAINING, BIOTITE AND FELDSPAR GRAINS VISIBLE.",NA,NA
AFFMW01,0,8,2002-03-04T07:00:00Z,NA,NA,"FILL: CLAYEY SILT, ORGANICS TOP 6, ROADBED SOIL WITH ROCK FRAGMENTS, RED,  BROWN TOP 6, MOIST, FIRM.",NA,NA
AFFMW01,10,12,2002-03-04T07:00:00Z,NA,NA,"SAPROLITE; GRANITIC GNEISS WITH ROCK LAYERS FIRST 1', STIFF, WET, WHITE AND BLACK WITH REDDISH YELLOW STAINING, BIOTITE AND FELDSPAR GRAINS VISIBLE; ROCK FRAGMENTS 11-11.5' BGS, SLUFF TOP 6.",NA,NA
AFFMW02,10,11.5,2002-03-05T07:00:00Z,SM,NA,"SAPROLITE: SILTY SAND WITH HARD LAYER AT 3' BGS, BLACK AND WHITE, DARK GRAY STAINING, SOME REDDISH YELLOW STAINING, WET, SOFT, RELICT STRUCTURE, SHAVINGS FROM WALLS AFTER TAKING SHELBY TUBE.",NA,SILTY SAND
AFFMW02,2.5,5,2002-03-05T07:00:00Z,SM,NA,"SAPROLITE: SILTY SAND WITH HARD LAYER AT 3' BGS, BLACK AND WHITE, DARK GRAY STAINING AT 3.5-4.0', SOME REDDISH YELLOW STAINING, MOIST, SOFT, RELICT STRUCTURE.",NA,SILTY SAND
AFFMW02,0,2.5,2002-03-05T07:00:00Z,ML,NA,"TOPSOIL: CLAYEY SILT WITH LARGE FLAKES OF MUSCOVITE AND QUARTZ, STRONG BROWN, MOIST, SOFT TO FIRM.",NA,SILT
AFFMW02,5,10,2002-03-05T07:00:00Z,SM,NA,"SAPROLITE: SILTY SAND WITH HARD LAYER AT 3' BGS, BLACK AND WHITE, DARK GRAY STAINING, SOME REDDISH YELLOW STAINING, WET, SOFT, RELICT STRUCTURE.",NA,SILTY SAND
AFFMW03,15,24.4,2002-03-05T07:00:00Z,NDPS,NA,NO SAMPLE COLLECTED FOR LITHOLOGIC DESCRIPTION.,NA,NDPS
AFFMW03,13,14,2002-03-05T07:00:00Z,SC,NA,"CLAYEY SAND: DARK GRAYISH BROWN, WET, PEBBLE-SIZE ROCK FRAGMENTS.",NA,CLAYEY SAND
AFFMW03,14,15,2002-03-05T07:00:00Z,SM,NA,"SAPROLITE: BLACK AND WHITE, SILTY SAND, GRANITIC GNEISS, RELICT STRUCTURE, WET, SOFT (LOOSE); FLUFF AT 23'.",NA,SILTY SAND
AFFMW03,10,13,2002-03-05T07:00:00Z,CL,NA,"SILT: DARK GRAYISH BROWN, ROOTS, MOIST, STIFF GRADING INTO SILTY CLAY, STIFF, MOIST, BECOMES GRAY AT 12' BGS.",NA,CLAY
AFFMW03,5,9,2002-03-05T07:00:00Z,NA,NA,"FILL: DARK RED, CLAYEY SILT, MOIST, GRANITIC GNEISS ROCK FRAGMENTS, VISIBLE MUSCOVITE FLAKES, DARK GRAY FIRST 6, SOFT, MEDIUM PLASTICITY, MOTTLED WITH YELLOWISH ABROWN, BIOTITE SCHIST FRAGMENTS.",NA,NA
AFFMW03,9,10,2002-03-05T07:00:00Z,ML,NA,"SILT: DARK GRAYISH BROWN, ROOTS, MOIST, STIFF.",NA,SILT
AFFMW03,0,5,2002-03-05T07:00:00Z,NA,NA,"FILL: DARK RED, CLAYEY SILT, MOIST, GRANITIC GNEISS ROCK FRAGMENTS, VISIBLE MUSCOVITE FLAKES, DARK GRAY FIRST 6, SOFT, MEDIUM PLASTICITY.",NA,NA
AFFMW03,24.5,26,2002-03-05T07:00:00Z,SM,NA,"SAPROLITE: GRANITIC GNEISS, RELICT STRUCTURE, DAMP, SILTY SAND, STIFF.",NA,SILTY SAND
AFFMW04,45,50,2002-03-06T07:00:00Z,NA,NA,"DRILLED DOWN TO 50'  WITHOUT SAMPLER TO TAG BEDROCK (REFUSAL).  THIS 5' WAS TOUGH DRILLING, BUT WERE ABLE TO GET THROUGH IT.  IN PARTIALLY WEATHERED BEDROCK.",NA,NA
AFFMW04,0,5,2002-03-06T07:00:00Z,NA,NA,"FILL: CLAYEY SILT, RED TO YELLOWISH RED, MOIST, SOFT, ORGANICS FIRST 8, GRAY, GRADING TO SILTY SAND.",NA,NA
AFFMW04,18.5,24,2002-03-06T07:00:00Z,NA,NA,"RELICT STRUCTURE, SAPROLITE OF GRANITIC GNEISS.",NA,NA
AFFMW04,5,10,2002-03-06T07:00:00Z,CL,NA,"SILTY, SANDY CLAY, GREENISH GRAY, WOOD, ALLUVIUM, MUSCOVITE FLAKES VISIBLE, SOFT, DAMP.",NA,CLAY
AFFMW04,15,18.5,2002-03-06T07:00:00Z,SM,NA,"SILTY SAND, WET, WHITE AND DARK GREENISH GRAY, SOFT.",NA,SILTY SAND
AFFMW04,43.5,45,2002-03-06T07:00:00Z,NA,NA,"SAPROLITE OF GRANITIC GNEISS, IN SLUFF FORM, MOIST, STIFFER.",NA,NA
AFFMW04,34,35,2002-03-06T07:00:00Z,NA,NA,"SAPROLITE OF GRANITIC GNEISS CONTINUED, SEEN ONLY IN BOTTOM 1' OF SPOON, REST IS GROUND UP SLUFF, WET, SOFT.",NA,NA
AFFMW04,24,25,2002-03-06T07:00:00Z,NA,NA,"OLIVE GRAY, SILTY SAND, GROUND UP SAPROLITE: ABOUT 3' OF SLUFF, WET SOFT, RELICIT STRUCTURE.",NA,NA
AFFMW04,35,43.5,2002-03-06T07:00:00Z,NA,NA,"SAPROLITE OF GRANITIC GNEISS, IN SLUFF FORM, WET, VERY SOFT.",NA,NA
AFFMW04,13.5,15,2002-03-06T07:00:00Z,ML,NA,"CLAYEY SILT: GRAY AND OLIVE YELLOW MOTTLED, MOIST, STIFF.",NA,SILT
AFFMW04,10,13.5,2002-03-06T07:00:00Z,CL,NA,"SILTY, SANDY CLAY, GREENISH GRAY, WOOD, ALLUVIUM, MUSCOVITE FLAKES VISIBLE, WET, MORE SAND, VERY SOFT.",NA,CLAY
AFFMW04,25,34,2002-03-06T07:00:00Z,NA,NA,"SUSPECTED SLUFF: SAPROLITE OF GRANITIC GNEISS GROUND UP INTO LOOSE, WET, SILTY SAND, COLOR IS BLEND OF WHITE AND DARK GREENISH GRAY - OLIVE GRAY.",NA,NA
AFP0601-001,5,20,2017-11-14T07:00:00Z,SM,NA,"SILTY SAND, 5YR 6/6, reddish yellow, < 5% 5YR 4/1, dark gray staining bands ~ 3.0 cm wide, coarse to fine grained sand above 10.0 ft bgs, then medium to fine grained sand below 10.0 ft bgs, well graded sand, dry",NA,SILTY SAND
AFP0601-001,0,5,2017-11-14T07:00:00Z,CL,NA,"LEAN CLAY, 5YR 6/6, reddish yellow, non-plastic, ~5% coarse sand, soft, dry, no odor",NA,CLAY
AFP0601-002,7.5,20,2017-11-15T07:00:00Z,SM,NA,"SILTY SAND, 10YR  3/6, dark yellowish red, ~ 10% fines, 90% fine grained sand, slightly moist, no odor;18.0 ft bgs, color grading dark grayish black, 10YR 4/2",NA,SILTY SAND
AFP0601-002,20,26,2017-11-15T07:00:00Z,GM,NA,"SILTY GRAVEL, 10YR 5/4, yellowish brown, ~ 70% fine to medium angular gravel, slightly moist, no odor",NA,SILTY GRAVEL
AFP0601-002,0,7.5,2017-11-15T07:00:00Z,CL,NA,"LEAN CLAY, non-plastic, 5YR 4/6, yellowish red, medium stiff, dry",NA,CLAY
AFP0601-003,1,6,2017-11-15T07:00:00Z,CL,NA,"LEAN CLAY, 5YR 4/6, yellowish red, medium stiff, dry",NA,CLAY
AFP0601-003,6,20,2017-11-15T07:00:00Z,SM,NA,"SILTY SAND, 10YR 3/6, dark yellowish red, ~ 20% fines, 80% fine grained sand, slightly moist, no odor; 17.0 ft bgs, Gravely sand (3.0 lense), 10YR 8/2, very pale brown, 20% medium to fine grained angular gravel",NA,SILTY SAND
AFP0602-001,20,25.07,2017-11-20T07:00:00Z,SM,NA,"SANDY SILT, 10YR 6/2, light brownish gray, ~ 10% fines, fine grained sand, wet below 21.0 ft bgs, no odor",NA,SILTY SAND
AFP0602-001,5.5,20,2017-11-20T07:00:00Z,SM,NA,"SILTY SAND, 7.5YR 4/4 brown, moist, no odor, ~ 30% fines, no odor",NA,SILTY SAND
AFP0602-001,5,5.5,2017-11-20T07:00:00Z,GC,NA,"CLAYEY GRAVEL, ~ 20% fines, 10YR 8/3, very pale brown, non-plastic,  medium fine angular crystalline gravel, moist, no odor",NA,CLAYEY GRAVEL
AFP0602-001,0,5,2017-11-20T07:00:00Z,ML,NA,"SILT with fine sand, ~ 25% sand, 10YR 5/6, yellowish brown, moist, no odor",NA,SILT
AFP0602-002,15,20,2017-11-20T07:00:00Z,SM,NA,"SILTY SAND, 7.5YR 4/4, brown, ~30% fines, ~ 70% medium to fine grained sand, no odor",NA,SILTY SAND
AFP0602-002,0,4,2017-11-20T07:00:00Z,ML,NA,"LEAN CLAY, non-plastic, 7.5YR 4/6, strong brown, medium stiff to soft, slightly moist, no odor",NA,SILT
AFP0602-002,20,30,2017-11-20T07:00:00Z,SM,NA,"SILTY SAND, 10YR 4/3, brown, ~ 40% fines, 70% fine grained sand, soft, moist, no odor",NA,SILTY SAND
AFP0602-002,30,31,2017-11-20T07:00:00Z,GC,NA,"CLAYEY GRAVEL, non-plastic, 10YR 8/3, very pale brown, ~ 40% fines, crystalline (massive) gravel medium to fine, angular, wet, no odor",NA,CLAYEY GRAVEL
AFP0602-002,31,35,2017-11-20T07:00:00Z,SM,NA,"SILTY SAND, 10YR 4/3, brown, ~ 40% fines, fine grained sand, wet, no odor",NA,SILTY SAND
AFP0602-002,4,15,2017-11-20T07:00:00Z,SM,NA,"SILTY SAND, 7.5YR 4/4, brown, ~30% fines, ~ 70% fine grained sand, no odor",NA,SILTY SAND
AFP0602-003,18.5,20.08,2017-11-20T07:00:00Z,SM,NA,"SILTY SAND, 10YR 4/6, dark yellowish brown, ~ 30% fines, 70% sand, medium stiff, wet no odor",NA,SILTY SAND
AFP0602-003,12.3,18,2017-11-20T07:00:00Z,SM,NA,"SANDY SILT, 7.5YR 4/4, brown, ~ 10% medium to fine angular gravel, fine grained sand, wet below 15.0 ft bgs",NA,SILTY SAND
AFP0602-003,18,18.5,2017-11-20T07:00:00Z,GC,NA,"CLAYEY GRAVEL, non-plastic, 10YR 8/3, very pale brown, ~ 20% fines, medium to fine, angular crystalline gravel, wet",NA,CLAYEY GRAVEL
AFP0602-003,4,12,2017-11-20T07:00:00Z,SM,NA,"SILTY SAND, 7.5YR 4/4, brown, ~10% medium to fine angular gravel, fine grained sand, moist",NA,SILTY SAND
AFP0602-003,12,12.3,2017-11-20T07:00:00Z,SC,NA,"CLAYEY SAND, non-plastic, 10YR 8/3, very pale brown, soft, fine grained sand, moist",NA,CLAYEY SAND
AFP0602-003,0,4,2017-11-20T07:00:00Z,CL,NA,"LEAN CLAY, non-plastic, 7.5YR 4/3, brown, medium stiff, moist, no odor",NA,CLAY
AFP0603-001,0,5,2017-11-13T07:00:00Z,CL,NA,"CLAYEY SILT, 7.5YR 4/4, brown, medium stiff, ~ 70% fines, trace micaceous content, slightly moist, no odor",NA,CLAY
AFP0603-001,5,8.6,2017-11-13T07:00:00Z,CL,NA,"CLAYEY SILT, 7.5YR 4/4, brown, medium stiff, ~ 70% fines, slightly moist, no odor",NA,CLAY
AFP0603-001,8.6,39,2017-11-13T07:00:00Z,CL,NA,"CLAYEY SILT, low to non-plastic, 2.5YR 4/6, red to 10YR 5/4, yellowish brown, medium stiff, slightly moist, trace medium gravel (intact micaceous parent rock, ~ 10% micaceous content",NA,CLAY
