"","DPT_ID","top","bottom","mean.IK"
"555","DPT23A",51,52,0.74074
"556","DPT23A",52,53,1.41558421052632
"557","DPT23A",53,54,2.20926315789474
"558","DPT23A",54,55,1.3849
"559","DPT23A",55,56,0.825488888888889
"560","DPT23A",56,57,0.985194736842105
"561","DPT23A",57,58,1.49127647058824
"562","DPT23A",58,59,2.88041111111111
"563","DPT23A",59,60,3.88440555555556
"564","DPT23A",60,61,1.57658947368421
"565","DPT23A",61,62,3.22275555555556
"566","DPT23A",62,63,1.70962
"567","DPT24A",45,46,3.132
"568","DPT24A",46,47,2.465
"569","DPT24A",47,48,2.75606666666667
"570","DPT24A",48,49,1.02
"571","DPT24A",49,50,1.38964285714286
"572","DPT24A",50,51,3.36464705882353
"573","DPT24A",51,52,1.10764705882353
"574","DPT24A",52,53,0.374411764705882
"575","DPT24A",53,54,3.24835294117647
"576","DPT24A",54,55,4.7371052631579
"577","DPT24A",55,56,4.80213333333333
"578","DPT24A",56,57,4.81211111111111
"579","DPT24A",57,58,4.71883333333333
"580","DPT24A",58,59,3.07105555555556
"581","DPT24A",59,60,2.70166666666667
"582","DPT24A",60,61,2.42394444444444
"583","DPT24A",61,62,2.34522222222222
"584","DPT25A",40,41,3.44499375
"585","DPT25A",41,42,1.68905
"586","DPT25A",42,43,1.45581764705882
"587","DPT25A",43,44,0.990825
"588","DPT25A",44,45,3.13031052631579
"589","DPT25A",45,46,4.36676842105263
"590","DPT25A",46,47,4.61467368421053
"591","DPT25A",47,48,4.66363333333333
"592","DPT25A",48,49,4.657675
"593","DPT25A",49,50,4.75252105263158
"594","DPT25A",50,51,4.74551578947368
"595","DPT25A",51,52,4.81500555555556
"596","DPT25A",52,53,4.90136842105263
"597","DPT25A",53,54,4.9082
"598","DPT25A",54,55,4.5375
"599","DPT25A",55,56,2.7258
"600","DPT25A",56,57,1.87851052631579
"601","DPT25A",57,58,1.94223333333333
"602","DPT25A",58,59,0.181673684210526
"603","DPT25A",59,60,0.244721052631579
"604","DPT25A",60,61,2.3683
"605","DPT27A",39,40,4.4343
"606","DPT27A",40,41,2.47735
"607","DPT27A",41,42,0.149715
"608","DPT27A",42,43,1.1503
"609","DPT27A",50,51,3.23525
"610","DPT27A",51,52,0.98295
"611","DPT27A",52,53,1.77015
"612","DPT27A",53,54,0.169785
"613","DPT27A",54,55,0.4536
"614","DPT27A",55,56,4.48636153846154
"615","DPT31A",0,1,3.86670625
"616","DPT31A",1,2,3.85249333333333
"617","DPT31A",2,3,3.85650833333333
"618","DPT31A",3,4,3.87995384615385
"619","DPT31A",4,5,3.83986428571429
"620","DPT31A",5,6,3.8960625
"621","DPT31A",6,7,3.9887375
"622","DPT31A",7,8,3.98756470588235
"623","DPT31A",8,9,3.9939625
"624","DPT31A",9,10,3.178725
"625","DPT31A",10,11,3.12748333333333
"626","DPT31A",11,12,3.07434285714286
"627","DPT31A",12,13,3.10946428571429
"628","DPT31A",13,14,3.00992352941177
"629","DPT31A",14,15,2.578675
"630","DPT31A",15,16,2.37695333333333
"631","DPT31A",16,17,2.30706666666667
"632","DPT31A",17,18,1.94304
"633","DPT31A",18,19,2.02257647058824
"634","DPT31A",19,20,2.44016666666667
"635","DPT31A",20,21,2.51685789473684
"636","DPT31A",21,22,2.206545
"637","DPT31A",22,23,2.15530526315789
"638","DPT31A",23,24,2.40875555555556
"639","DPT31A",24,25,2.90296111111111
"640","DPT31A",25,26,2.85345789473684
"641","DPT31A",26,27,1.99563157894737
"642","DPT31A",27,28,2.24326666666667
"643","DPT31A",28,29,2.299
"644","DPT31A",29,30,2.19368947368421
"645","DPT31A",30,31,2.19797368421053
"646","DPT31A",31,32,1.932645
"647","DPT31A",32,33,3.23116315789474
"648","DPT31A",33,34,3.06222631578947
"649","DPT31A",34,35,3.167175
"650","DPT32A",2,3,3.98035
"651","DPT32A",3,4,3.3549
"652","DPT32A",4,5,2.74329
"653","DPT32A",5,6,3.16946666666667
"654","DPT32A",6,7,3.71774117647059
"655","DPT32A",7,8,3.38336428571429
"656","DPT32A",8,9,3.23298461538462
"657","DPT32A",9,10,2.23122307692308
"658","DPT32A",10,11,2.09295625
"659","DPT32A",11,12,1.93211764705882
"660","DPT32A",12,13,3.26789375
"661","DPT32A",13,14,2.83256875
"662","DPT32A",14,15,2.47771764705882
"663","DPT32A",15,16,1.91885294117647
"664","DPT32A",16,17,1.78028888888889
"665","DPT32A",17,18,2.32216111111111
"666","DPT32A",18,19,2.15420526315789
"667","DPT32A",19,20,2.91765294117647
"668","DPT32A",20,21,2.98184117647059
"669","DPT32A",21,22,2.82693529411765
"670","DPT32A",22,23,3.35025625
"671","DPT32A",23,24,3.48855294117647
"672","DPT32A",24,25,3.44025
"673","DPT32A",25,26,3.56112777777778
"674","DPT32A",26,27,0.924611111111111
"675","DPT32A",27,28,0.695383333333333
"676","DPT32A",28,29,1.80057777777778
"677","DPT32A",29,30,1.64657777777778
"678","DPT32A",30,31,2.09506
"679","DPT32A",31,32,3.0833
"680","DPT32A",32,33,3.25123333333333
"681","DPT32A",33,34,3.24243333333333
"682","DPT32A",34,35,3.21878333333333
"683","DPT32A",35,36,3.80212105263158
"684","DPT32A",36,37,4.14877222222222
"685","DPT32A",37,38,4.01198947368421
"686","DPT32A",38,39,4.15793888888889
"687","DPT32A",39,40,3.71319473684211
"688","DPT32A",40,41,3.61343888888889
"689","DPT32A",41,42,2.22026315789474
"690","DPT32A",42,43,1.16553684210526
"691","DPT32A",43,44,0.888452631578947
"692","DPT32A",44,45,1.677775
"693","DPT32A",45,46,2.21152105263158
"694","DPT32A",46,47,2.79644444444444
"695","DPT33A",1,2,3.9955
"696","DPT33A",2,3,3.92927333333333
"697","DPT33A",3,4,2.7532
"698","DPT33A",4,5,1.87872666666667
"699","DPT33A",5,6,2.43038125
"700","DPT33A",6,7,2.006675
